// Detail texture map file for labda_bunker level
// Napoleon's detial textures pack v1.0
// [texture name]	[detail texture name]		[hscale]	[vscale]

-1fifties_w13b     detail/arctic_incident/ai_detail    3.0    3.0
-1freezer_pan1     detail/arctic_incident/ai_detail    3.0    3.0
-1freezer_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-1freezerc4     detail/arctic_incident/ai_detail    3.0    3.0
-1genpipe1     detail/arctic_incident/ai_detail    3.0    3.0
-1glassbrick     detail/arctic_incident/ai_detail    3.0    3.0
-1hfloor01     detail/arctic_incident/ai_detail    3.0    3.0
-1lab1_flr7     detail/arctic_incident/ai_detail    3.0    3.0
-1lab1_w4gad     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_c4     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_flr1b     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_flr4     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_w6     detail/arctic_incident/ai_detail    3.0    3.0
-1lab3_w6b     detail/arctic_incident/ai_detail    3.0    3.0
-1lab5_c1     detail/arctic_incident/ai_detail    3.0    3.0
-1out_c3     detail/arctic_incident/ai_detail    3.0    3.0
-1out_c3b     detail/arctic_incident/ai_detail    3.0    3.0
-1out_crt2a     detail/arctic_incident/ai_detail    3.0    3.0
-1out_crt2b     detail/arctic_incident/ai_detail    3.0    3.0
-1out_cuby     detail/arctic_incident/ai_detail    3.0    3.0
-1out_dirt2     detail/arctic_incident/ai_detail    3.0    3.0
-1out_grnd2b     detail/arctic_incident/ai_detail    3.0    3.0
-1out_grnd3     detail/arctic_incident/ai_detail    3.0    3.0
-1out_grss1     detail/arctic_incident/ai_detail    3.0    3.0
-1out_grvl1     detail/arctic_incident/ai_detail    3.0    3.0
-1out_rk3     detail/arctic_incident/ai_detail    3.0    3.0
-1out_rk4     detail/arctic_incident/ai_detail    3.0    3.0
-1out_rk5     detail/arctic_incident/ai_detail    3.0    3.0
-1out_rkpath     detail/arctic_incident/ai_detail    3.0    3.0
-1out_w3     detail/arctic_incident/ai_detail    3.0    3.0
-1out_w4     detail/arctic_incident/ai_detail    3.0    3.0
-1out_w5     detail/arctic_incident/ai_detail    3.0    3.0
-1out_w5b     detail/arctic_incident/ai_detail    3.0    3.0
-1out_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-1out_wall8     detail/arctic_incident/ai_detail    3.0    3.0
-1out_wall9     detail/arctic_incident/ai_detail    3.0    3.0
-1out_wter     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_c1     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_cor2     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_flr11     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_p1     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_p2     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_p2b     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_p3     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_p4     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_w3     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_wall1     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_wall2     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_wall2b     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-1silo2_wall4     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_1wa     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_2wa     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_3wa     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_4wa     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_5wa     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-1tech_sup3     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_c1b2     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_crt1     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_flr1b     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_flr7     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_rck1     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_w4     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_w12a     detail/arctic_incident/ai_detail    3.0    3.0
-1tnnl_w13a     detail/arctic_incident/ai_detail    3.0    3.0
-1xeno_2w1     detail/arctic_incident/ai_detail    3.0    3.0
-1xeno_2w2     detail/arctic_incident/ai_detail    3.0    3.0
-1xeno_2wa     detail/arctic_incident/ai_detail    3.0    3.0
-1xeno_4wa     detail/arctic_incident/ai_detail    3.0    3.0
-1xeno_8flr1     detail/arctic_incident/ai_detail    3.0    3.0
-2babfl     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech7     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech7b     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech8     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech8b     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech_c5     detail/arctic_incident/ai_detail    3.0    3.0
-2babtech_flr10     detail/arctic_incident/ai_detail    3.0    3.0
-2baseblue     detail/arctic_incident/ai_detail    3.0    3.0
-2c1a4_fuel     detail/arctic_incident/ai_detail    3.0    3.0
-2c1a4_oxy     detail/arctic_incident/ai_detail    3.0    3.0
-2c1a4_pow     detail/arctic_incident/ai_detail    3.0    3.0
-2c1a4_w5     detail/arctic_incident/ai_detail    3.0    3.0
-2c1a4_w6     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_cor2     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_flr6     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_flr6b     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_vat1     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4_w1     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4c1     detail/arctic_incident/ai_detail    3.0    3.0
-2c2a4d_panel     detail/arctic_incident/ai_detail    3.0    3.0
-2crete2_flr04     detail/arctic_incident/ai_detail    3.0    3.0
-2crete2_flr5     detail/arctic_incident/ai_detail    3.0    3.0
-2crete4_flr01     detail/arctic_incident/ai_detail    3.0    3.0
-2crete4_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-2crete4_wall01     detail/arctic_incident/ai_detail    3.0    3.0
-2crete4w3     detail/arctic_incident/ai_detail    3.0    3.0
-2crete6     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_c     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_case     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_case2     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_f01     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_f02     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_f03     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_f03b     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_w06     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_w12     detail/arctic_incident/ai_detail    3.0    3.0
-2fifties_w13     detail/arctic_incident/ai_detail    3.0    3.0
-2freezer_pan1     detail/arctic_incident/ai_detail    3.0    3.0
-2freezer_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-2freezerc4     detail/arctic_incident/ai_detail    3.0    3.0
-2genpipe1     detail/arctic_incident/ai_detail    3.0    3.0
-2glassbrick     detail/arctic_incident/ai_detail    3.0    3.0
-2hfloor01     detail/arctic_incident/ai_detail    3.0    3.0
-2lab1_flr7     detail/arctic_incident/ai_detail    3.0    3.0
-2lab1_w4gad     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_c4     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_flr1b     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_flr4     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_w6     detail/arctic_incident/ai_detail    3.0    3.0
-2lab3_w6b     detail/arctic_incident/ai_detail    3.0    3.0
-2lab5_c1     detail/arctic_incident/ai_detail    3.0    3.0
-2out_c3     detail/arctic_incident/ai_detail    3.0    3.0
-2out_c3b     detail/arctic_incident/ai_detail    3.0    3.0
-2out_crt2a     detail/arctic_incident/ai_detail    3.0    3.0
-2out_cuby     detail/arctic_incident/ai_detail    3.0    3.0
-2out_dirt2     detail/arctic_incident/ai_detail    3.0    3.0
-2out_grnd2b     detail/arctic_incident/ai_detail    3.0    3.0
-2out_grnd3     detail/arctic_incident/ai_detail    3.0    3.0
-2out_grss1     detail/arctic_incident/ai_detail    3.0    3.0
-2out_grvl1     detail/arctic_incident/ai_detail    3.0    3.0
-2out_rk3     detail/arctic_incident/ai_detail    3.0    3.0
-2out_rk4     detail/arctic_incident/ai_detail    3.0    3.0
-2out_rk5     detail/arctic_incident/ai_detail    3.0    3.0
-2out_rkpath     detail/arctic_incident/ai_detail    3.0    3.0
-2out_w4     detail/arctic_incident/ai_detail    3.0    3.0
-2out_w5     detail/arctic_incident/ai_detail    3.0    3.0
-2out_w5b     detail/arctic_incident/ai_detail    3.0    3.0
-2out_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-2out_wall8     detail/arctic_incident/ai_detail    3.0    3.0
-2out_wall9     detail/arctic_incident/ai_detail    3.0    3.0
-2out_wter     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_c1     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_cor2     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_flr11     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_p1     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_p2     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_p2b     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_p3     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_p4     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_w3     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_wall1     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_wall2     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_wall2b     detail/arctic_incident/ai_detail    3.0    3.0
-2silo2_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_1wa     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_2wa     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_3wa     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_4wa     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_5wa     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-2tech_sup3     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_c1b2     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_crt1     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_flr1b     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_flr7     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_rck1     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_w4     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_w12a     detail/arctic_incident/ai_detail    3.0    3.0
-2tnnl_w13a     detail/arctic_incident/ai_detail    3.0    3.0
-2xeno_2w1     detail/arctic_incident/ai_detail    3.0    3.0
-2xeno_2w2     detail/arctic_incident/ai_detail    3.0    3.0
-2xeno_4wa     detail/arctic_incident/ai_detail    3.0    3.0
-2xeno_8flr1     detail/arctic_incident/ai_detail    3.0    3.0
-3babtech_c5     detail/arctic_incident/ai_detail    3.0    3.0
-3babtech_flr10     detail/arctic_incident/ai_detail    3.0    3.0
-3c1a4_w5     detail/arctic_incident/ai_detail    3.0    3.0
-3c1a4_w6     detail/arctic_incident/ai_detail    3.0    3.0
-3c2a4_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-3crete2_flr04     detail/arctic_incident/ai_detail    3.0    3.0
-3crete2_flr5     detail/arctic_incident/ai_detail    3.0    3.0
-3crete4_flr01     detail/arctic_incident/ai_detail    3.0    3.0
-3crete4_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-3crete4_wall01     detail/arctic_incident/ai_detail    3.0    3.0
-3crete4w3     detail/arctic_incident/ai_detail    3.0    3.0
-3fifties_f01     detail/arctic_incident/ai_detail    3.0    3.0
-3fifties_f02     detail/arctic_incident/ai_detail    3.0    3.0
-3fifties_f03b     detail/arctic_incident/ai_detail    3.0    3.0
-3freezer_pan1     detail/arctic_incident/ai_detail    3.0    3.0
-3freezer_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-3freezerc4     detail/arctic_incident/ai_detail    3.0    3.0
-3glassbrick     detail/arctic_incident/ai_detail    3.0    3.0
-3hfloor01     detail/arctic_incident/ai_detail    3.0    3.0
-3lab1_w4gad     detail/arctic_incident/ai_detail    3.0    3.0
-3lab3_c4     detail/arctic_incident/ai_detail    3.0    3.0
-3lab3_flr4     detail/arctic_incident/ai_detail    3.0    3.0
-3lab5_c1     detail/arctic_incident/ai_detail    3.0    3.0
-3out_crt2a     detail/arctic_incident/ai_detail    3.0    3.0
-3out_cuby     detail/arctic_incident/ai_detail    3.0    3.0
-3out_dirt2     detail/arctic_incident/ai_detail    3.0    3.0
-3out_rk3     detail/arctic_incident/ai_detail    3.0    3.0
-3out_rk4     detail/arctic_incident/ai_detail    3.0    3.0
-3out_rk5     detail/arctic_incident/ai_detail    3.0    3.0
-3out_w4     detail/arctic_incident/ai_detail    3.0    3.0
-3out_w5     detail/arctic_incident/ai_detail    3.0    3.0
-3out_w5b     detail/arctic_incident/ai_detail    3.0    3.0
-3out_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-3out_wter     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_c1     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_flr11     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_p2     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_p2b     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_p3     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-3silo2_wall1     detail/arctic_incident/ai_detail    3.0    3.0
-3tech_1wa     detail/arctic_incident/ai_detail    3.0    3.0
-3tech_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-3tnnl_c1b2     detail/arctic_incident/ai_detail    3.0    3.0
-3tnnl_crt1     detail/arctic_incident/ai_detail    3.0    3.0
-3tnnl_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-3tnnl_flr1b     detail/arctic_incident/ai_detail    3.0    3.0
-3tnnl_w4     detail/arctic_incident/ai_detail    3.0    3.0
-4crete4_flr1     detail/arctic_incident/ai_detail    3.0    3.0
-4glassbrick     detail/arctic_incident/ai_detail    3.0    3.0
-4hfloor01     detail/arctic_incident/ai_detail    3.0    3.0
-4out_cuby     detail/arctic_incident/ai_detail    3.0    3.0
-4out_dirt2     detail/arctic_incident/ai_detail    3.0    3.0
-4out_rk3     detail/arctic_incident/ai_detail    3.0    3.0
-4out_wall3     detail/arctic_incident/ai_detail    3.0    3.0
-4out_wter     detail/arctic_incident/ai_detail    3.0    3.0
-4silo2_pan2     detail/arctic_incident/ai_detail    3.0    3.0
-4silo2_wall1     detail/arctic_incident/ai_detail    3.0    3.0
-4tnnl_w4     detail/arctic_incident/ai_detail    3.0    3.0
-5out_cuby     detail/arctic_incident/ai_detail    3.0    3.0
-5silo2_wall1     detail/arctic_incident/ai_detail    3.0    3.0
!fluid1a     detail/arctic_incident/ai_detail    3.0    3.0
!fluid1b     detail/arctic_incident/ai_detail    3.0    3.0
!fluid2     detail/arctic_incident/ai_detail    3.0    3.0
!fluid2b     detail/arctic_incident/ai_detail    3.0    3.0
!fluid3     detail/arctic_incident/ai_detail    3.0    3.0
!fluid4     detail/arctic_incident/ai_detail    3.0    3.0
!fluid4b     detail/arctic_incident/ai_detail    3.0    3.0
!toxicgrn     detail/arctic_incident/ai_detail    3.0    3.0
!toxicgrn2     detail/arctic_incident/ai_detail    3.0    3.0
!waterblue     detail/arctic_incident/ai_detail    3.0    3.0
!watergreen     detail/arctic_incident/ai_detail    3.0    3.0
!watersilo     detail/arctic_incident/ai_detail    3.0    3.0
!watersilo2     detail/arctic_incident/ai_detail    3.0    3.0
!watersilo3     detail/arctic_incident/ai_detail    3.0    3.0
